統計年,區域別代碼,區域別,村里名稱,共同生活戶_戶數,共同事業戶_戶數,單獨生活戶_戶數,共同生活戶_男,共同事業戶_男,單獨生活戶_男,共同生活戶_女,共同事業戶_女,單獨生活戶_女
111,65000010026,新北市板橋區,介壽里,874,0,421,1337,0,193,1449,0,228
111,65000010027,新北市板橋區,新埔里,542,0,346,831,0,161,878,0,185
111,65000010028,新北市板橋區,華江里,2066,0,1200,3114,0,480,3447,0,720
111,65000010029,新北市板橋區,江翠里,1316,0,863,2126,0,421,2219,0,442
111,65000010030,新北市板橋區,純翠里,1413,0,747,2269,0,334,2472,0,413
111,65000010031,新北市板橋區,溪頭里,2053,0,1750,3117,0,837,3337,0,913
111,65000010032,新北市板橋區,聯翠里,952,0,727,1426,0,295,1556,0,432
111,65000010033,新北市板橋區,宏翠里,1388,0,1182,2106,0,500,2259,0,682
111,65000010034,新北市板橋區,仁翠里,720,0,383,1215,0,175,1252,0,208
111,65000010035,新北市板橋區,新翠里,2144,0,1176,3380,0,511,3723,0,665
111,65000010036,新北市板橋區,吉翠里,968,0,447,1628,0,211,1716,0,236
111,65000010037,新北市板橋區,德翠里,1933,0,800,3130,0,405,3336,0,395
111,65000010038,新北市板橋區,滿翠里,754,0,406,1259,0,171,1322,0,235
111,65000010039,新北市板橋區,明翠里,1204,0,755,1946,0,339,1993,0,416
111,65000010040,新北市板橋區,松翠里,836,0,581,1320,0,277,1416,0,304
111,65000010041,新北市板橋區,柏翠里,1242,0,1169,1903,0,531,2045,0,638
111,65000010042,新北市板橋區,龍翠里,1283,0,704,2066,0,348,2178,0,356
111,65000010043,新北市板橋區,華翠里,934,0,447,1522,0,206,1580,0,241
111,65000010044,新北市板橋區,忠翠里,2913,0,1663,4339,0,693,4853,0,970
111,65000010045,新北市板橋區,嵐翠里,591,0,372,1009,0,171,984,0,201
111,65000010046,新北市板橋區,文翠里,984,0,546,1641,0,270,1687,0,276
111,65000010047,新北市板橋區,青翠里,792,0,420,1320,0,208,1298,0,212
111,65000010048,新北市板橋區,懷翠里,1574,0,670,2659,0,345,2731,0,325
111,65000010049,新北市板橋區,福翠里,357,0,220,581,0,113,578,0,107
111,65000010050,新北市板橋區,港嘴里,1578,0,831,2530,0,419,2635,0,412
111,65000010051,新北市板橋區,振興里,1117,0,575,1822,0,285,1934,0,290
111,65000010052,新北市板橋區,振義里,1067,0,600,1769,0,295,1827,0,305
111,65000010053,新北市板橋區,光復里,866,0,503,1467,0,237,1406,0,266
111,65000010054,新北市板橋區,埔墘里,1597,0,1023,2479,0,455,2727,0,568
111,65000010055,新北市板橋區,長壽里,766,0,345,1293,0,158,1281,0,187
111,65000010056,新北市板橋區,福壽里,867,0,427,1360,0,212,1473,0,215
111,65000010057,新北市板橋區,海山里,2186,0,611,3528,0,280,3954,0,331
111,65000010058,新北市板橋區,九如里,751,0,360,1242,0,166,1292,0,194
111,65000010059,新北市板橋區,玉光里,1508,0,773,2326,0,325,2550,0,448
111,65000010060,新北市板橋區,光仁里,755,0,294,1278,0,156,1326,0,138
111,65000010061,新北市板橋區,埤墘里,1243,0,585,1967,0,264,2155,0,321
111,65000010062,新北市板橋區,永安里,1043,0,443,1643,0,218,1773,0,225
111,65000010063,新北市板橋區,雙玉里,1157,0,440,1890,0,213,1991,0,227
111,65000010064,新北市板橋區,廣新里,952,0,339,1647,0,154,1693,0,185
111,65000010065,新北市板橋區,深丘里,2437,0,1289,3777,0,596,4036,0,693
111,65000010066,新北市板橋區,香丘里,1064,0,460,1675,0,228,1841,0,232
111,65000010067,新北市板橋區,西安里,752,0,335,1196,0,165,1273,0,170
111,65000010068,新北市板橋區,東丘里,1208,0,481,2056,0,235,2169,0,246
111,65000010069,新北市板橋區,長安里,1294,0,431,2102,0,212,2264,0,219
111,65000010070,新北市板橋區,福丘里,1346,0,928,1935,0,409,2262,0,519
111,65000010071,新北市板橋區,福祿里,1128,0,583,1763,0,267,1923,0,316
111,65000010072,新北市板橋區,民族里,1410,0,531,2242,0,264,2462,0,267
111,65000010073,新北市板橋區,國泰里,983,0,467,1561,0,205,1677,0,262
111,65000010074,新北市板橋區,福德里,1295,0,647,2183,0,319,2192,0,328
111,65000010075,新北市板橋區,景星里,869,0,728,1340,0,335,1433,0,393
111,65000010076,新北市板橋區,福星里,913,0,452,1493,0,197,1573,0,255
111,65000010077,新北市板橋區,鄉雲里,973,1,703,1461,4,311,1601,5,392
111,65000010078,新北市板橋區,廣德里,1819,0,899,2945,0,435,3118,0,464
111,65000010079,新北市板橋區,大豐里,1209,0,586,1940,0,267,2055,0,319
111,65000010080,新北市板橋區,重慶里,2314,0,1013,3777,0,441,4040,0,572
111,65000010081,新北市板橋區,仁愛里,806,0,350,1331,0,162,1351,0,188
111,65000010082,新北市板橋區,和平里,1157,0,589,1752,0,250,1947,0,339
111,65000010083,新北市板橋區,廣福里,1040,0,515,1683,0,281,1849,0,234
111,65000010084,新北市板橋區,華興里,1084,0,613,1718,0,277,1849,0,336
111,65000010085,新北市板橋區,華貴里,672,0,319,1101,0,150,1154,0,169
111,65000010086,新北市板橋區,華德里,1874,0,1130,2914,0,483,3033,0,647
111,65000010087,新北市板橋區,華東里,2078,0,1511,3090,0,739,3339,0,772
111,65000010088,新北市板橋區,信義里,1108,0,671,1837,0,314,1888,0,357
111,65000010089,新北市板橋區,浮洲里,897,1,509,1589,2,266,1597,1,243
111,65000010090,新北市板橋區,華中里,1378,0,585,2328,0,307,2368,0,278
111,65000010091,新北市板橋區,僑中里,1101,0,475,1885,0,250,1927,0,225
111,65000010092,新北市板橋區,中山里,1838,0,1301,2874,0,640,3018,0,661
111,65000010093,新北市板橋區,復興里,191,1,81,341,173,40,310,20,41
111,65000010094,新北市板橋區,大安里,1016,0,512,1760,0,273,1704,0,239
111,65000010095,新北市板橋區,福安里,1992,0,1490,2970,0,678,3176,0,812
111,65000010096,新北市板橋區,聚安里,1361,0,637,2274,0,335,2325,0,302
111,65000010097,新北市板橋區,龍安里,695,0,377,1181,0,174,1223,0,203
111,65000010098,新北市板橋區,崑崙里,2630,0,1129,4431,0,517,4586,0,612
111,65000010099,新北市板橋區,溪洲里,1555,0,649,2600,0,306,2719,0,343
111,65000010100,新北市板橋區,溪北里,938,0,427,1545,0,212,1612,0,215
111,65000010101,新北市板橋區,香雅里,724,0,483,1136,0,222,1161,0,261
111,65000010102,新北市板橋區,新生里,1137,0,450,1904,0,227,1948,0,223
111,65000010103,新北市板橋區,文德里,828,0,501,1320,0,235,1333,0,266
111,65000010104,新北市板橋區,文化里,862,0,549,1374,0,250,1430,0,299
111,65000010105,新北市板橋區,新海里,874,0,376,1533,0,174,1505,0,202
111,65000010106,新北市板橋區,莒光里,715,0,423,1136,0,204,1235,0,219
111,65000010107,新北市板橋區,富貴里,607,0,268,958,0,128,1044,0,140
111,65000010108,新北市板橋區,正泰里,804,0,315,1285,0,152,1405,0,163
111,65000010109,新北市板橋區,民生里,623,0,303,976,0,137,1033,0,166
111,65000010110,新北市板橋區,後埔里,963,0,642,1515,0,319,1626,0,323
111,65000010111,新北市板橋區,華福里,504,0,241,822,0,110,905,0,131
111,65000010112,新北市板橋區,堂春里,1119,0,412,1937,0,204,2000,0,208
111,65000010113,新北市板橋區,成和里,1963,0,900,3174,0,427,3324,0,473
111,65000010114,新北市板橋區,光榮里,655,0,371,1085,0,185,1072,0,186
111,65000010115,新北市板橋區,民安里,572,0,278,874,0,123,984,0,155
111,65000010116,新北市板橋區,陽明里,690,0,354,1132,0,168,1181,0,186
111,65000010117,新北市板橋區,朝陽里,866,0,438,1394,0,219,1578,0,219
111,65000010118,新北市板橋區,松柏里,589,0,342,924,0,163,992,0,179
111,65000010119,新北市板橋區,文聖里,1047,0,386,1741,0,183,1832,0,203
111,65000010120,新北市板橋區,居仁里,1031,0,559,1714,0,258,1748,0,301
111,65000010121,新北市板橋區,莊敬里,1262,0,459,1977,0,182,2088,0,277
111,65000010122,新北市板橋區,東安里,664,0,228,1133,0,109,1203,0,119
111,65000010123,新北市板橋區,五權里,1086,0,501,1833,0,247,1828,0,254
111,65000010124,新北市板橋區,溪福里,3868,0,1314,6547,0,625,6774,0,689
111,65000010125,新北市板橋區,大觀里,946,0,382,1635,0,170,1663,0,212
111,65000010126,新北市板橋區,歡園里,301,0,158,546,0,84,499,0,74
111,65000020001,新北市三重區,大有里,1326,0,725,2265,0,365,2295,0,360
111,65000020002,新北市三重區,二重里,399,0,194,711,0,105,712,0,89
111,65000020003,新北市三重區,頂崁里,676,0,443,1105,0,252,1157,0,191
111,65000020004,新北市三重區,谷王里,342,0,334,557,0,173,542,0,161
111,65000020005,新北市三重區,中興里,985,0,682,1649,0,368,1669,0,314
111,65000020006,新北市三重區,德厚里,119,0,142,171,0,72,184,0,70
111,65000020007,新北市三重區,成功里,1857,0,1573,2775,0,738,3042,0,835
111,65000020008,新北市三重區,福祉里,1513,0,1070,2377,0,501,2491,0,569
111,65000020009,新北市三重區,福民里,862,0,468,1438,0,232,1522,0,236
111,65000020010,新北市三重區,過田里,2023,0,3490,3088,0,2265,3150,0,1225
111,65000020011,新北市三重區,錦田里,546,0,345,911,0,161,903,0,184
111,65000020012,新北市三重區,重明里,998,0,668,1583,0,310,1647,0,358
111,65000020013,新北市三重區,光田里,1130,0,855,1745,0,377,1799,0,478
111,65000020014,新北市三重區,光陽里,1625,0,1052,2632,0,509,2647,0,543
111,65000020015,新北市三重區,田心里,1062,0,575,1732,0,274,1776,0,301
111,65000020016,新北市三重區,福田里,891,0,363,1520,0,178,1532,0,185
111,65000020017,新北市三重區,田中里,1662,0,704,2769,0,361,2960,0,343
111,65000020018,新北市三重區,田安里,1578,0,824,2576,0,380,2759,0,444
111,65000020019,新北市三重區,三民里,892,0,477,1494,0,244,1533,0,233
111,65000020020,新北市三重區,光明里,1923,0,1195,3164,0,551,3267,0,644
111,65000020021,新北市三重區,光正里,687,0,678,1021,0,304,1086,0,374
111,65000020022,新北市三重區,同安里,367,0,250,589,0,136,608,0,114
111,65000020023,新北市三重區,同慶里,455,0,310,740,0,138,752,0,172
111,65000020024,新北市三重區,菜寮里,561,0,395,915,0,186,986,0,209
111,65000020025,新北市三重區,永春里,476,0,322,749,0,166,807,0,156
111,65000020026,新北市三重區,中正里,334,0,250,537,0,133,588,0,117
111,65000020027,新北市三重區,吉利里,361,0,287,559,0,141,576,0,146
111,65000020028,新北市三重區,大同里,498,0,452,764,0,202,795,0,250
111,65000020029,新北市三重區,中民里,313,0,192,519,0,101,510,0,91
111,65000020030,新北市三重區,平和里,386,0,321,634,0,155,615,0,166
111,65000020031,新北市三重區,大安里,417,0,268,695,0,139,696,0,129
111,65000020032,新北市三重區,仁德里,472,0,426,749,0,197,764,0,229
111,65000020033,新北市三重區,忠孝里,462,0,307,723,0,150,794,0,157
111,65000020034,新北市三重區,仁義里,337,0,269,566,0,132,573,0,137
111,65000020035,新北市三重區,光榮里,320,0,362,508,0,183,544,0,179
111,65000020036,新北市三重區,光輝里,379,0,249,604,0,133,634,0,116
111,65000020037,新北市三重區,福星里,295,0,322,419,0,147,455,0,175
111,65000020038,新北市三重區,福利里,576,0,477,845,0,195,948,0,282
111,65000020039,新北市三重區,清和里,999,0,961,1476,0,438,1613,0,523
111,65000020040,新北市三重區,永興里,362,0,414,501,0,185,581,0,229
111,65000020041,新北市三重區,中山里,687,0,521,1075,0,267,1127,0,254
111,65000020042,新北市三重區,大園里,704,0,471,1185,0,220,1167,0,251
111,65000020043,新北市三重區,國隆里,686,0,450,1099,0,200,1115,0,250
111,65000020044,新北市三重區,重陽里,882,0,537,1453,0,269,1517,0,268
111,65000020045,新北市三重區,民生里,1107,0,672,1802,0,343,1866,0,329
111,65000020046,新北市三重區,重新里,380,0,292,591,0,142,632,0,150
111,65000020047,新北市三重區,正德里,277,0,231,438,0,118,445,0,113
111,65000020048,新北市三重區,正義里,446,0,319,764,0,152,739,0,167
111,65000020049,新北市三重區,正安里,473,0,371,768,0,185,816,0,186
111,65000020050,新北市三重區,自強里,453,0,319,725,0,150,787,0,169
111,65000020051,新北市三重區,文化里,569,0,372,916,0,191,929,0,181
111,65000020052,新北市三重區,中央里,479,0,409,724,0,197,794,0,212
111,65000020053,新北市三重區,雙園里,223,0,190,361,0,97,395,0,93
111,65000020054,新北市三重區,錦通里,360,0,281,558,0,139,588,0,142
111,65000020055,新北市三重區,錦安里,459,0,311,706,0,147,776,0,164
111,65000020056,新北市三重區,長安里,527,0,362,846,0,180,884,0,182
111,65000020057,新北市三重區,光華里,570,0,572,842,0,246,900,0,326
111,65000020058,新北市三重區,長生里,210,0,176,347,0,83,364,0,93
111,65000020059,新北市三重區,開元里,417,0,398,627,0,205,632,0,193
111,65000020060,新北市三重區,大德里,208,0,155,325,0,68,355,0,87
111,65000020061,新北市三重區,長元里,616,0,431,1032,0,222,985,0,209
111,65000020062,新北市三重區,長江里,488,0,381,784,0,186,818,0,195
111,65000020063,新北市三重區,長泰里,565,0,380,889,0,207,932,0,173
111,65000020064,新北市三重區,長福里,404,0,266,622,0,120,695,0,146
111,65000020065,新北市三重區,介壽里,286,0,224,466,0,115,478,0,109
111,65000020066,新北市三重區,萬壽里,517,0,305,821,0,149,857,0,156
111,65000020067,新北市三重區,錦江里,582,0,367,985,0,175,967,0,192
111,65000020068,新北市三重區,龍濱里,840,0,467,1386,0,225,1438,0,242
111,65000020069,新北市三重區,龍門里,471,0,324,782,0,154,806,0,170
111,65000020070,新北市三重區,秀江里,310,0,194,510,0,105,555,0,89
111,65000020071,新北市三重區,奕壽里,408,0,364,658,0,149,671,0,215
111,65000020072,新北市三重區,三安里,634,0,592,998,0,273,1040,0,319
111,65000020073,新北市三重區,福安里,755,0,502,1212,0,246,1270,0,256
111,65000020074,新北市三重區,信安里,524,0,404,775,0,204,865,0,200
111,65000020075,新北市三重區,安慶里,521,0,381,794,0,175,877,0,206
111,65000020076,新北市三重區,幸福里,1171,0,747,1912,0,345,1957,0,402
111,65000020077,新北市三重區,六合里,948,0,591,1603,0,299,1606,0,292
111,65000020078,新北市三重區,六福里,1528,0,556,2630,0,269,2708,0,287
111,65000020079,新北市三重區,順德里,543,0,356,958,0,185,931,0,171
111,65000020080,新北市三重區,承德里,444,0,214,788,0,104,774,0,110
111,65000020081,新北市三重區,瑞德里,596,0,347,1037,0,178,1073,0,169
111,65000020082,新北市三重區,崇德里,1001,0,590,1682,0,300,1679,0,290
111,65000020083,新北市三重區,厚德里,912,0,508,1521,0,247,1539,0,261
111,65000020084,新北市三重區,維德里,764,0,384,1254,0,175,1257,0,209
111,65000020085,新北市三重區,尚德里,776,0,453,1242,0,208,1358,0,245
111,65000020086,新北市三重區,培德里,977,0,449,1608,0,224,1724,0,225
111,65000020087,新北市三重區,永德里,1282,0,631,2122,0,326,2212,0,305
111,65000020088,新北市三重區,永盛里,827,0,401,1395,0,192,1473,0,209
111,65000020089,新北市三重區,永福里,1380,0,634,2263,0,317,2464,0,317
111,65000020090,新北市三重區,永清里,1388,0,611,2344,0,292,2498,0,319
111,65000020091,新北市三重區,永安里,1099,0,431,1831,0,202,1931,0,229
111,65000020092,新北市三重區,永煇里,637,0,338,1079,0,179,1051,0,159
111,65000020093,新北市三重區,溪美里,2297,0,1369,3693,0,652,3907,0,717
111,65000020094,新北市三重區,福隆里,1193,0,638,1911,0,326,2051,0,312
111,65000020095,新北市三重區,五常里,1334,0,829,2205,0,407,2344,0,422
111,65000020096,新北市三重區,五福里,1021,0,654,1603,0,313,1722,0,341
111,65000020097,新北市三重區,仁忠里,805,0,484,1347,0,247,1419,0,237
111,65000020098,新北市三重區,慈福里,603,0,349,949,0,176,958,0,173
111,65000020099,新北市三重區,慈生里,551,0,322,925,0,158,961,0,164
111,65000020100,新北市三重區,慈惠里,563,0,371,939,0,181,940,0,190
111,65000020101,新北市三重區,慈愛里,863,0,496,1444,0,258,1531,0,238
111,65000020102,新北市三重區,慈化里,650,0,305,1098,0,150,1173,0,155
111,65000020103,新北市三重區,慈祐里,1308,0,657,2221,0,334,2312,0,323
111,65000020104,新北市三重區,五華里,1372,0,767,2176,0,363,2361,0,404
111,65000020105,新北市三重區,富貴里,1760,0,1297,2718,0,607,2957,0,690
111,65000020106,新北市三重區,富華里,898,0,499,1470,0,248,1473,0,251
111,65000020107,新北市三重區,富福里,552,0,266,895,0,133,1009,0,133
111,65000020108,新北市三重區,碧華里,2299,0,1687,3538,0,808,3834,0,879
111,65000020109,新北市三重區,五谷里,463,0,395,752,0,196,728,0,199
111,65000020110,新北市三重區,博愛里,1177,0,479,1970,0,227,2116,0,252
111,65000020111,新北市三重區,福德里,1033,0,791,1608,0,383,1809,0,408
111,65000020112,新北市三重區,永吉里,780,0,384,1228,0,180,1319,0,204
111,65000020113,新北市三重區,永發里,1540,0,670,2617,0,337,2646,0,333
111,65000020114,新北市三重區,永順里,1368,0,535,2258,0,254,2429,0,281
111,65000020115,新北市三重區,永豐里,1549,0,586,2608,0,279,2786,0,307
111,65000020116,新北市三重區,立德里,865,0,467,1449,0,221,1500,0,246
111,65000020117,新北市三重區,福樂里,968,0,565,1593,0,275,1655,0,290
111,65000020118,新北市三重區,仁華里,1151,0,644,1870,0,308,2005,0,336
111,65000020119,新北市三重區,五順里,1053,0,470,1751,0,231,1806,0,239
111,65000030001,新北市中和區,中原里,2325,0,2171,3448,0,1051,3698,0,1120
111,65000030002,新北市中和區,平河里,2391,0,1448,3733,0,648,4031,0,800
111,65000030003,新北市中和區,信和里,1116,0,524,1838,0,248,1868,0,276
111,65000030004,新北市中和區,仁和里,1004,0,443,1684,0,224,1735,0,219
111,65000030005,新北市中和區,中正里,1004,0,521,1622,0,238,1730,0,283
111,65000030006,新北市中和區,建和里,891,0,543,1419,0,240,1504,0,303
111,65000030007,新北市中和區,連和里,573,0,690,801,0,284,907,0,406
111,65000030008,新北市中和區,連城里,1686,0,982,2617,0,439,2848,0,543
111,65000030009,新北市中和區,力行里,1625,0,832,2525,0,365,2726,0,467
111,65000030010,新北市中和區,枋寮里,958,0,580,1547,0,253,1563,0,327
111,65000030011,新北市中和區,漳和里,979,0,774,1496,0,378,1614,0,396
111,65000030012,新北市中和區,廟美里,1149,0,631,1827,0,301,1946,0,330
111,65000030013,新北市中和區,福真里,1048,0,687,1661,0,320,1725,0,367
111,65000030014,新北市中和區,福善里,1095,0,764,1688,0,309,1796,0,455
111,65000030015,新北市中和區,福美里,1136,0,575,1811,0,285,1947,0,290
111,65000030016,新北市中和區,福祥里,1298,0,798,2064,0,358,2156,0,440
111,65000030017,新北市中和區,瓦󿾨里,1413,0,907,2219,0,420,2379,0,487
111,65000030018,新北市中和區,福和里,948,0,539,1475,0,262,1543,0,277
111,65000030019,新北市中和區,佳和里,1278,0,940,1953,0,397,2056,0,543
111,65000030020,新北市中和區,安樂里,913,0,708,1319,0,317,1494,0,391
111,65000030021,新北市中和區,安和里,804,0,591,1184,0,256,1276,0,335
111,65000030022,新北市中和區,安平里,1487,0,1217,2172,0,541,2358,0,676
111,65000030023,新北市中和區,中安里,1103,0,1007,1563,0,423,1743,0,584
111,65000030024,新北市中和區,泰安里,885,0,545,1291,0,264,1472,0,281
111,65000030025,新北市中和區,新南里,2096,0,1452,3082,0,582,3500,0,870
111,65000030026,新北市中和區,南山里,1367,0,866,2082,0,392,2172,0,474
111,65000030027,新北市中和區,秀山里,1208,0,626,1853,0,284,2037,0,342
111,65000030028,新北市中和區,秀成里,924,0,429,1467,0,195,1517,0,234
111,65000030029,新北市中和區,秀福里,1259,0,751,1925,0,359,2069,0,392
111,65000030030,新北市中和區,秀景里,1658,0,1251,2483,0,566,2642,0,685
111,65000030031,新北市中和區,秀明里,1227,0,1159,1762,0,473,2035,0,686
111,65000030032,新北市中和區,秀峰里,1224,0,1206,1688,0,530,1902,0,676
111,65000030033,新北市中和區,秀仁里,895,0,582,1336,0,287,1480,0,295
111,65000030034,新北市中和區,頂南里,751,0,355,1217,0,165,1272,0,190
111,65000030035,新北市中和區,華新里,2088,1,1248,3273,1,538,3450,0,710
111,65000030036,新北市中和區,東南里,1092,0,660,1664,0,307,1798,0,353
111,65000030037,新北市中和區,華南里,1324,0,762,2124,0,347,2108,0,415
111,65000030038,新北市中和區,忠孝里,1172,0,659,1898,0,320,2001,0,339
111,65000030039,新北市中和區,崇南里,1101,0,867,1660,0,380,1750,0,487
111,65000030040,新北市中和區,景南里,814,0,484,1238,0,231,1342,0,253
111,65000030041,新北市中和區,橫路里,72,0,49,135,0,30,139,0,19
111,65000030042,新北市中和區,內南里,1247,0,599,2167,0,301,2163,0,298
111,65000030043,新北市中和區,壽南里,632,0,433,1031,0,213,1053,0,220
111,65000030044,新北市中和區,外南里,1482,0,2833,2207,0,1900,2291,0,933
111,65000030045,新北市中和區,復興里,1266,0,780,1978,0,325,2230,0,455
111,65000030046,新北市中和區,和興里,1142,0,814,1729,0,343,1882,0,471
111,65000030047,新北市中和區,景平里,1427,0,1344,2030,0,560,2317,0,784
111,65000030048,新北市中和區,景新里,896,0,606,1392,0,257,1503,0,349
111,65000030049,新北市中和區,景福里,1447,0,1254,2147,0,545,2338,0,709
111,65000030050,新北市中和區,景安里,1276,0,841,1914,0,415,2054,0,426
111,65000030051,新北市中和區,景文里,1034,0,733,1576,0,314,1688,0,419
111,65000030052,新北市中和區,錦和里,1474,0,576,2447,0,287,2539,0,289
111,65000030053,新北市中和區,錦昌里,604,0,408,997,0,183,940,0,225
111,65000030054,新北市中和區,灰󿾨里,176,0,77,371,0,49,346,0,28
111,65000030055,新北市中和區,積穗里,2116,0,1386,3335,0,653,3538,0,733
111,65000030056,新北市中和區,民享里,632,0,284,1052,0,124,1076,0,160
111,65000030057,新北市中和區,員山里,1847,0,1018,2913,0,436,2998,0,582
111,65000030058,新北市中和區,嘉穗里,720,0,339,1251,0,166,1283,0,173
111,65000030059,新北市中和區,文元里,1320,0,702,2188,0,315,2252,0,387
111,65000030060,新北市中和區,嘉新里,1008,0,474,1761,0,222,1799,0,252
111,65000030061,新北市中和區,民安里,1412,0,645,2260,0,341,2373,0,304
111,65000030062,新北市中和區,安穗里,1194,0,647,1880,0,300,2026,0,347
111,65000030063,新北市中和區,瑞穗里,626,0,375,948,0,166,1099,0,209
111,65000030064,新北市中和區,明穗里,1148,0,521,1994,0,275,1987,0,246
111,65000030065,新北市中和區,清穗里,818,0,456,1346,0,226,1360,0,230
111,65000030066,新北市中和區,自強里,1289,0,621,2131,0,303,2222,0,318
111,65000030067,新北市中和區,德穗里,1185,1,672,1876,0,317,2015,2,355
111,65000030068,新北市中和區,民生里,1092,0,664,1657,0,320,1797,0,344
111,65000030069,新北市中和區,國光里,1007,0,503,1614,0,251,1683,0,252
111,65000030070,新北市中和區,壽德里,1196,0,648,1907,0,282,2040,0,366
111,65000030071,新北市中和區,明德里,1036,0,521,1691,0,265,1816,0,256
111,65000030072,新北市中和區,秀水里,960,0,642,1500,0,301,1644,0,341
111,65000030073,新北市中和區,德行里,1767,0,1070,2678,0,460,2945,0,610
111,65000030074,新北市中和區,宜安里,490,0,416,748,0,196,790,0,220
111,65000030075,新北市中和區,安順里,1107,0,844,1618,0,371,1780,0,473
111,65000030076,新北市中和區,秀義里,699,0,409,1119,0,201,1155,0,208
111,65000030077,新北市中和區,秀士里,641,0,451,978,0,201,1061,0,250
111,65000030078,新北市中和區,興南里,749,0,502,1205,0,254,1285,0,248
111,65000030079,新北市中和區,景本里,532,0,344,826,0,167,880,0,177
111,65000030080,新北市中和區,福南里,1082,0,490,1748,0,245,1888,0,245
111,65000030081,新北市中和區,中興里,1814,0,983,2874,0,423,3016,0,560
111,65000030082,新北市中和區,吉興里,793,0,543,1139,0,231,1333,0,312
111,65000030083,新北市中和區,中山里,699,0,395,1136,0,157,1183,0,238
111,65000030084,新北市中和區,碧河里,1353,0,965,2143,0,446,2211,0,519
111,65000030085,新北市中和區,錦中里,1099,0,519,1841,0,233,1898,0,286
111,65000030086,新北市中和區,錦盛里,1008,0,464,1650,0,242,1707,0,222
111,65000030087,新北市中和區,民有里,711,0,412,1121,0,205,1164,0,207
111,65000030088,新北市中和區,員富里,937,0,598,1564,0,313,1575,0,285
111,65000030089,新北市中和區,嘉慶里,1134,0,551,1866,0,274,1940,0,277
111,65000030090,新北市中和區,冠穗里,853,0,427,1402,0,208,1414,0,219
111,65000030091,新北市中和區,國華里,869,0,500,1460,0,240,1478,0,260
111,65000030092,新北市中和區,正南里,872,0,500,1481,0,243,1429,0,257
111,65000030093,新北市中和區,正行里,764,1,494,1128,8,211,1305,5,283
111,65000040001,新北市永和區,福林里,871,0,538,1305,0,251,1441,0,287
111,65000040002,新北市永和區,文化里,695,0,509,1075,0,244,1161,0,265
111,65000040003,新北市永和區,豫溪里,1032,0,1704,1449,0,1008,1588,0,696
111,65000040004,新北市永和區,光明里,767,0,513,1105,0,210,1276,0,303
111,65000040005,新北市永和區,仁愛里,691,0,484,1049,0,233,1138,0,251
111,65000040006,新北市永和區,永貞里,859,0,548,1284,0,253,1444,0,295
111,65000040007,新北市永和區,永福里,715,0,401,1103,0,181,1185,0,220
111,65000040008,新北市永和區,民治里,762,0,473,1085,0,196,1323,0,277
111,65000040009,新北市永和區,永成里,214,0,205,366,0,89,370,0,116
111,65000040010,新北市永和區,忠義里,182,0,114,323,0,49,312,0,65
111,65000040011,新北市永和區,永元里,1228,0,688,1905,0,305,2131,0,383
111,65000040012,新北市永和區,秀林里,1090,0,593,1684,0,300,1849,0,293
111,65000040013,新北市永和區,保安里,1866,0,1039,2894,0,439,3069,0,600
